INTL_20180809_000212	Usar para desbloquear la clase Rune Caster después de alcanzar el Rango 6. Haz clic derecho para usar.{nl}Se eliminará automáticamente al final del período del evento.	사용 시 6랭크 달성 후 룬캐스터 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000213	[Evento] Vale de Desbloqueo de Shinobi	[이벤트] 시노비 클래스 해금권				
INTL_20180809_000214	Usar para desbloquear la clase Shinobi después de alcanzar el Rango 7. Haz clic derecho para usar.{nl}Se eliminará automáticamente al final del período del evento.	사용 시 7랭크 달성 후 시노비 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000215	[Evento] Vale de Desbloqueo de Nak Muay	[이벤트] 낙무아이 클래스 해금권				
INTL_20180809_000216	Usar para desbloquear la clase Nak Muay después de alcanzar el Rango 7. Haz clic derecho para usar.{nl}Se eliminará automáticamente al final del período del evento.	사용 시 7랭크 달성 후 낙무아이 클래스를 선택할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}(이벤트 종료 시 일괄 삭제됩니다.)				
INTL_20180809_000217	Cofre del Tesoro de Leticia 2018 (Temporada 1)	2018 레티샤의 보물 상자(시즌1)				
INTL_20180809_000218	Ayudante del Evento Invita a un Amigo	친구 추천 이벤트 도우미				
INTL_20180809_000219	¡El evento Invita a un Amigo ya está disponible!{nl}¡Inicia sesión con tu amigo para recibir buffs y recompensas!	친구 추천 이벤트가 진행 중입니다.{nl}친구와 함께 접속 시 다양한 보상과 버프를 획득할 수 있습니다.				친구 추천 이벤트 도우미
INTL_20180809_000220	No eres elegible para el evento.	이벤트 참여 대상이 아닙니다.				
INTL_20180809_000221	El equipo {#003399}{team}{/} no contiene personajes de nivel 50 o superior.	{#003399}{team}{/}팀 내에 50레벨 이상인 캐릭터가 없습니다.				
INTL_20180809_000222	Recibir el Apoyo de {#003399}{team}{/}	{#003399}{team}{/}의 성장 지원 받기				
INTL_20180809_000223	{#003399}{team}{/} ahora está en línea.{nl}Buff aplicado.	{#003399}{team}{/}님이 접속 중입니다.{nl}버프가 부여됩니다.				
INTL_20180809_000224	Ayudante de Invita a un Amigo	친구 추천 도우미				
INTL_20180817_000225	[Evento] Caja de Selección de Arma Mejorada/Trascendida (14 Días)	[이벤트] 강화 및 초월 무기 선택 상자 (14일)				
INTL_20180817_000226	Usar a nivel 230 o superior para seleccionar un arma Rara de Nv 315 (30 Días) mejorada a +10 y trascendida a la Etapa 3.{nl}(La mejora y trascendencia se aplican después de seleccionar el objeto.)	230레벨에 사용할 수 있는 315레벨 레어 10강 3초월 무기(30일)을 지급 받을 수 있습니다.{nl}(강화 및 초월은 아이템 선택 시 적용됩니다.)				
INTL_20180817_000227	[Retorno] Abdochar (30 Días)	[복귀] 아브도챠 (30일)				
INTL_20180817_000228	[Retorno] Sarkmis (30 Días)	[복귀] 사크미스 (30일)				
INTL_20180817_000229	[Retorno] Skull Smasher (30 Días)	[복귀] 스컬 스매셔 (30일)				
INTL_20180817_000230	[Retorno] Regard Horn Staff (30 Días)	[복귀] 리가드 혼 스태프 (30일)				
INTL_20180817_000231	[Retorno] Heart of Glory (30 Días)	[복귀] 하트 오브 글로리 (30일)				
INTL_20180817_000232	[Retorno] Skull Breaker (30 Días)	[복귀] 스컬 브레이커 (30일)				
INTL_20180817_000233	[Retorno] Emengard Dagger (30 Días)	[복귀] 에멘가드 대거 (30일)				
INTL_20180817_000234	[Retorno] Wingshard Spear (30 Días)	[복귀] 윙샤드 스피어 (30일)				
INTL_20180817_000235	[Retorno] Regard Horn Pike (30 Días)	[복귀] 리가드 혼 파이크 (30일)				
INTL_20180817_000236	[Retorno] Black Horn (30 Días)	[복귀] 블랙 혼 (30일)				
INTL_20180817_000237	[Retorno] Regard Horn Crossbow (30 Días)	[복귀] 리가드 혼 크로스보우 (30일)				
INTL_20180817_000238	[Retorno] Astra Bow (30 Días)	[복귀] 아스트라 보우 (30일)				
INTL_20180817_000239	[Retorno] Aspana Revolver (30 Días)	[복귀] 아스파나 리볼버 (30일)				
INTL_20180817_000240	[Retorno] Emengard Cannon (30 Días)	[복귀] 에멘가드 캐논 (30일)				
INTL_20180817_000241	[Retorno] Emengard Musket (30 Días)	[복귀] 에멘가드 머스킷 (30일)				
INTL_20180817_000242	[Retorno] Emengard Shield (30 Días)	[복귀] 에멘가드 실드 (30일)				
INTL_20180827_000243	Un título otorgado a los Creadores de Guías de Juego. Haz clic derecho para usar.	Game Guide Creator에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180903_000244	{ds}{b}{#ffefd6}30 min: {#fe7e00}10 PUNTOS	{ds}{b}{#ffefd6}30분:{#fe7e00}10 POINT				
INTL_20180903_000245	Por favor intenta de nuevo.	Popo Shop의 재시도 버튼을 클릭해주세요				
INTL_20180903_000246	Error al comprar el objeto. Por favor intenta de nuevo.	Popo Shop 아이템 구매에 실패했습니다. 다시 시도해 주세요.				
INTL_20180903_000247	No hay suficientes Puntos Popo.	Popo Shop 포인트가 부족합니다.				
INTL_20180907_000248	Usar función de guardado/carga de mensajes del sistema de Mongo DB S/N	몽고 db에 특정 시스템 메시지 저장/로드 기능 사용할 것인지				
INTL_20180914_000249	Vale de Tienda de Apoyo de Combate (14 Días)	전투 지원 상점 이용권(14일)				
INTL_20180914_000250	Abre una tienda donde puedes comprar pociones, consumibles de habilidad y otros objetos útiles.	사용 시 전투에 필요한 물건을 구매할 수 있는 상점을 이용할 수 있습니다.				
INTL_20180914_000251	Vale de Tienda de Apoyo de Combate	전투 지원 상점 이용권				
INTL_20180914_000252	Cofre del Tesoro de Leticia 2018 (Temporada 2)	2018 레티샤의 보물 상자(시즌2)				
INTL_20180928_000253	Un título otorgado a los ganadores del concurso de fanart de Halloween 2018. Haz clic derecho para usar.	Horror Night 팬아트 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20181026_000254	¿Seleccionarías una recompensa de participación de 10 veces?	받으실 10회 참여 횟수 보상을 선택해 주시겠어요?				큐폴 다이나
INTL_20181026_000255	Poción de Reinicio de Habilidades (14 Días) y Arte Latte: Conejito	스킬 초기화 포션 (14일), 거품 토끼				
INTL_20181026_000256	Poción de Reinicio de Habilidades (14 Días) y Arte Latte: Gatito	스킬 초기화 포션 (14일), 거품 고양이				
INTL_20181104_000257	Cofre del Tesoro de Leticia 2018 (Temporada 3)	2018 레티샤의 보물 상자(시즌3)				
INTL_20181111_000258	Talt Único	유니크 탈트				
INTL_20181111_000259	Se puede intercambiar por un objeto de equipo en el Dispositivo de Procesamiento de Talt.	탈트 가공 장치에서 장비 아이템으로 교환할 수 있습니다.				
INTL_20181111_000260	Caja de Arma a Dos Manos Única Sin Identificar	유니크 미감정 양손 무기 선택 상자				
INTL_20181111_000261	Selecciona y obtén un objeto de equipo Nv. 380 sin identificar.{nl}El objeto no tendrá límite de tiempo ni restricciones de comercio.	380레벨 유니크 미감정 장비 아이템을 획득할 수 있습니다.{nl}획득한 장비 아이템은 무제한이며 모든 거래가 가능합니다.				
INTL_20181111_000262	Caja de Arma a Una Mano Única Sin Identificar	유니크 미감정 한손 무기 선택 상자				
INTL_20181111_000263	Caja de Armadura Superior Única Sin Identificar	유니크 미감정 상의 선택 상자				
INTL_20181111_000264	Caja de Armadura Inferior Única Sin Identificar	유니크 미감정 하의 선택 상자				
INTL_20181111_000265	Caja de Guantes Únicos Sin Identificar	유니크 미감정 장갑 선택 상자				
INTL_20181111_000266	Caja de Botas Únicas Sin Identificar	유니크 미감정 신발 선택 상자				
INTL_20181111_000267	Función que compila datos de rastreo cuando el FPS del ZoneServer cae por debajo de 2 fotogramas	ZoneServer의 FPS가 2프레임 이하일때 트레이싱 정보를 수집하는 기능				
INTL_20181116_000268	Un título otorgado a los ganadores del evento de diseño de armas de TOS. Haz clic derecho para usar.	TOS Weapon Designer 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20181116_000269	Dispositivo de Procesamiento de Talt	탈트 가공 장치				
INTL_20181211_000270	Usar para recibir un objeto de armadura Primus Nv 380 aleatorio.	사용 시 380레벨 프리머스 방어구 아이템 중 한가지 아이템이 랜덤으로 지급됩니다.				
INTL_20181211_000271	Usar para recibir un objeto de arma/subarma Primus Nv 380 aleatorio.	사용 시 380레벨 프리머스 무기/보조무기 아이템 중 한가지 아이템이 랜덤으로 지급됩니다.				
INTL_20181229_000272	Cofre del Tesoro de Leticia 2018 (Temporada 4)	2018 레티샤의 보물 상자(시즌4)				
INTL_20190102_000273	{@st66b}Colección	{@st66b}컬렉션				
INTL_20190104_000274	Título otorgado a los ganadores del evento de fanart de Año Nuevo. Haz clic derecho para usar.	New Year Artist 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190112_000275	Este objeto solo se puede usar para cambiar la apariencia de otro.{nl}No consume Plata cuando se usa como material de apariencia.{nl}Se puede intercambiar por Medallas en la Tienda de Intercambio.{nl}(Este traje fue diseñado por Lunmairetic de [SA] Silute.)	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.{nl}(This costume is designed by Lunmairetic from Silute Server.)				
INTL_20190216_000276	Vale de 100 Puntos de la Tienda PP	포포샵 100 포인트 구매권				
INTL_20190216_000277	Usar para obtener 100 Puntos Popo.{nl} - Solo se usa durante los períodos del evento Tienda de Puntos Popo.	사용 시 포포샵 100 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000278	Vale de 500 Puntos de la Tienda PP	포포샵 500 포인트 구매권				
INTL_20190216_000279	Usar para obtener 500 Puntos Popo.{nl} - Solo se usa durante los períodos del evento Tienda de Puntos Popo.	사용 시 포포샵 500 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000280	Vale de 1,000 Puntos de la Tienda PP	포포샵 1000 포인트 구매권				
INTL_20190216_000281	Usar para obtener 1,000 Puntos Popo.{nl} - Solo se usa durante los períodos del evento Tienda de Puntos Popo.	사용 시 포포샵 1000 포인트가 추가됩니다.{nl} - 최대 포인트가 초과될 경우 사용할 수 없습니다.{nl} - 포포샵 이벤트 기간중에만 사용할 수 있습니다.				
INTL_20190216_000282	Poción de HP (1 Día)	HP 포션 (1일)				
INTL_20190216_000283	Restaura instantáneamente el 40% del HP máx. {nl}Adicionalmente restaura otro 40% de HP cada 2 segundos durante 11 segundos. {nl}Haz clic derecho para usar. Reutilización de 20 segundos.	HP를 40% 즉시 회복시키고 2초 간격으로 11초 동안 HP를 40% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.				
INTL_20190216_000284	Poción de HP (7 Días)	HP 포션 (7일)				
INTL_20190216_000285	Restaura instantáneamente el 40% del SP máx. {nl}Adicionalmente restaura otro 40% de SP cada 2 segundos durante 11 segundos. {nl}Haz clic derecho para usar. Reutilización de 20 segundos.	SP를 40% 즉시 회복시키고 2초 간격으로 11초 동안 SP를 40% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.				
INTL_20190216_000286	Poción de SP (1 Día)	SP 포션 (1일)				
INTL_20190216_000287	Poción de SP (7 Días)	SP 포션 (7일)				
INTL_20190216_000288	Receta - Poción de HP de 1 Día	제작서 - HP 포션 (1일)				
INTL_20190216_000289	Receta - Poción de HP de 7 Días	제작서 - HP 포션 (7일)				
INTL_20190216_000290	Receta - Poción de SP de 1 Día	제작서 - SP 포션 (1일)				
INTL_20190216_000291	Receta - Poción de SP de 7 Días	제작서 - SP 포션 (7일)				
INTL_20190219_000292	Una receta que te permite fabricar un objeto.	아이템을 제작할 수 있는 제작서입니다.				
INTL_20190219_000293	Solo se puede usar durante los eventos de la Tienda de Puntos Popo.	포포샵 이벤트 기간에만 사용 가능합니다.				
INTL_20190219_000294	No puedes exceder {MAX} puntos.	{MAX}포인트를 초과할 수 없습니다.				
INTL_20190228_000295	Petardo del Festival	축제 폭죽				
INTL_20190228_000296	Fuegos Artificiales para Todos	모두의 불꽃 축제				
INTL_20190228_000297	Puedes intercambiar Petardos del Festival por objetos útiles en el Tablón de Anuncios de Eventos.{nl}(Usar un Petardo aplica velocidad de movimiento +2, ataque físico +50 y ataque mágico +50 durante 10 minutos.)	축제 폭죽을 모아 이벤트 알림판으로부터 다양한 아이템으로 교환할 수 있습니다.{nl}(사용 시 10분 동안 이동속도 +2, 물리 공격력 +50, 마법 공격력 +50 증가합니다.)				
INTL_20190228_000298	Caja de Selección de Traje del Festival	축제 의상 코스튬 선택 상자				
INTL_20190228_000299	Contiene un Traje del Festival de tu elección (Masculino/Femenino).	폭죽 축제 이벤트에 참여할 수 있는 축제 의상 코스튬이 담긴 상자입니다.				
INTL_20190228_000300	Traje de Festival Masculino (30 Días)	남성용 축제 의상 코스튬(30일)				
INTL_20190228_000301	Un atuendo elegante para usar en un festival. Usar para cambiar tu apariencia.	축제에 입고가기 무난한 정장입니다. 착용하면 외형이 변경 됩니다.				
INTL_20190228_000302	Traje de Festival Femenino (30 Días)	여성용 축제 의상 코스튬(30일)				
INTL_20190228_000303	Un atuendo elegante para usar en un festival. Usar para cambiar tu apariencia.	축제에서 입기 무난한 드레스입니다. 착용하면 외형이 변경 됩니다.				
INTL_20190228_000304	Usa tu Traje del Festival durante el período del evento y derrota monstruos para recolectar Petardos del Festival.{nl}Luego, tráeme los Petardos y cámbialos por otros objetos.{nl}También puedes usar los Petardos cerca de mí para obtener el buff Fuegos Artificiales para Todos.	이벤트 기간 동안 축제 의상을 입고 몬스터를 처치하면 축제 폭죽을 획득할 수 있습니다.{nl}축제 폭죽을 저에게 가져오시면 다양한 아이템으로도 교환할 수 있습니다.{nl}(제 주변에서 축제 폭죽을 사용하면 "모두의 불꽃 축제" 버프를 추가로 획득할 수 있습니다.)				Ninot
INTL_20190228_000305	Aplicando el buff Fuegos Artificiales para Todos en {SEC} segundo(s).	{SEC}초 후 "모두의 불꽃 축제" 버프가 발동 됩니다.				
INTL_20190228_000306	¡Fuegos Artificiales para Todos ya está activo!	"모두의 불꽃 축제" 버프가 발동합니다!				
INTL_20190228_000307	Usa tu Traje del Festival y usa un Petardo del Festival para aplicar también el buff Fuegos Artificiales para Todos.	축제 의상을 입고 축제 폭죽을 사용하면{nl}"모두의 불꽃 축제"{nl}버프를 추가로 획득할 수 있습니다.				
INTL_20190305_000308	¡Recibe objetos especiales y buffs durante el período del evento!{nl}Recompensas de asistencia: 13-17 de marzo de 2019{nl}Buff de 24 horas de fin de semana: 16-17 y 23-24 de marzo de 2019	이벤트 기간동안 특별한 아이템과 버프를 획득할 수 있습니다.{nl}특별 접속 보상: 3월13일 ~ 3월17일{nl}주말 핫타임 24시간 버프: 3월16일 ~ 3월 17일, 3월23일 ~ 3월 24일				특별 접속 보상 이벤트 도우미
INTL_20190309_000309	Cubo de Bola de Nieve	3월 특판 큐브				
INTL_20190309_000310	Cubo de Bola de Nieve x10+1	3월 특판 큐브 x10+1				
INTL_20190316_000311	Recibir Chocolates	달콤한 초콜릿 받기				
INTL_20190316_000312	El evento no está disponible en este momento.	이벤트 기간이 아닙니다.				
INTL_20190322_000313	Un título otorgado a los ganadores del evento de creadores de contenido. Haz clic derecho para usar.	Content Creator 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190322_000314	Un título otorgado a los ganadores del evento de aniversario de TOS. Haz clic derecho para usar.	Happy Anniversary 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190405_000315	Pétalo de Flor	꽃잎				
INTL_20190405_000316	Cosas buenas suceden cuando recolectas Pétalos de Flor.	꽃잎을 모으면 좋은 일이 생길 것 같습니다.				
INTL_20190405_000317	Cubo del Camino de Flores	꽃길 큐브				
INTL_20190405_000318	Caja de Selección de Hada de Adorno de Volantes	프릴 장식 페어리 코스튬 선택 상자				
INTL_20190405_000319	Una caja que contiene un Traje de Hada de Adorno de Volantes de tu elección (Masculino o Femenino). Haz clic derecho para usar.	프릴 장식 페어리 코스튬이 들어있는 상자입니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.				
INTL_20190405_000320	Necesitas 5x Pétalo de Flor.	꽃잎은 5개가 필요합니다.				이벤트 알림판
INTL_20190405_000321	Puedes recibir una Horquilla de Flor de Cerezo por tus primeros cinco Pétalos de Flor. Por tus siguientes cinco Pétalos de Flor, puedes recibir una Horquilla de Dulce Tricolor.	이벤트 기간동안 최초 꽃잎 5개는 삼색 경단 머리핀, 이후 꽃잎 5개는 벚꽃 머리핀으로 교환할 수 있습니다.				이벤트 알림판
INTL_20190405_000322	Evento del Camino de Flores	꽃길 이벤트				
INTL_20190419_000323	Verificar Uso de Speedhack	스피드핵 체크 사용 여부				
INTL_20190501_000324	Un título otorgado a los ganadores del Evento de Maestro Guía. Haz clic derecho para usar.	Guide Master 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190611_000325	Cubo Misterioso (Masculino)	Mystery Cube(남자)				
INTL_20190611_000326	Cubo Misterioso (Femenino)	Mystery Cube(여자)				
INTL_20190611_000327	Cubo Misterioso (Masculino) x10+1	Mystery Cube(남자) x10+1				
INTL_20190611_000328	Cubo Misterioso (Femenino) x10+1	Mystery Cube(여자) x10+1				
INTL_20190628_000329	Vale de Cambio de Clase Nv. 4 (1 Día){nl}Poción de Reinicio de Estadísticas (1 Día){nl}Puedes recibir 3 de cada uno todos los días durante el período del evento.	클래스 변경권 Lv.4 (1일){nl}스탯 초기화 포션 (1일){nl}이벤트 기간 동안 매일 3개씩 지원해드리고 있습니다.	QUEST_20181207_010528	Vale de Reinicio de Rango (1 Día){nl}Poción de Reinicio de Estadísticas (1 Día){nl}Puedes recibir 3 de cada uno todos los días durante el período del evento.	랭크 초기화권 (1일){nl}스탯 초기화 포션 (1일){nl}이벤트 기간 동안 매일 3개씩 지원해드리고 있습니다.	초기화 지원 도우미
INTL_20190715_000330	Título - Mi Amigo Chupacabra	Title - 내친구 츄파카브라				
INTL_20190715_000331	Título otorgado a los participantes del evento Mi Amigo Chupacabra. Haz clic derecho para usar.	사막 츄파카브라 성장 시 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20190715_000332	Obtén objetos especiales durante el período del evento.{nl}Consulta el banner del evento para más detalles.	이벤트 기간동안 특별한 아이템을 획득할 수 있습니다.{nl}이벤트 배너를 참고해주세요.	INTL_20190305_000308	¡Recibe objetos especiales y buffs durante el período del evento!{nl}Recompensas de asistencia: 13-17 de marzo de 2019{nl}Buff de 24 horas de fin de semana: 16-17 y 23-24 de marzo de 2019	이벤트 기간동안 특별한 아이템과 버프를 획득할 수 있습니다.{nl}특별 접속 보상: 3월13일 ~ 3월17일{nl}주말 핫타임 24시간 버프: 3월16일 ~ 3월 17일, 3월23일 ~ 3월 24일	특별 접속 보상 이벤트 도우미
INTL_20190723_000333	Un tipo especial de cebo usado para pescar. Usarlo como cebo para pescar te da la posibilidad de capturar [Evento] Cofre del Tesoro Oculto, Pez Plateado y Pequeño Pez Plateado.	낚시에 사용하는 특별한 미끼입니다. 미끼로 사용할 경우 [이벤트]연못에 숨겨진 보물 상자, 은빛 물고기, 작은 은빛 물고기를 각기 다른 확률로 획득 할 수 있습니다.				
INTL_20190820_000334	[Fin de Semana Ardiente] EXP	[주말 버닝] 경험치 증가				
INTL_20190820_000335	EXP +100%	경험치 증가 + 100%				
INTL_20190820_000336	[Fin de Semana Ardiente] Velocidad de Movimiento	[주말 버닝] 이동 속도 증가				
INTL_20190820_000337	Un objeto material solicitado por el Herrero de Fedimian, Teliavelis, usado para producir equipo especial.{nl}Se puede obtener completando el Nido de Velcoffer, la Tumba de la Leyenda del Cuervo Blanco e Incursiones Únicas, la Etapa 5 del Modo Desafío, misiones Saalus, y mazmorras de nivel.{nl}Se eliminará al final del período del evento.	페디미안의 대장장이 테리아베리스가 요청한 특별한 장비를 만들기 위한 특별한 재료입니다.{nl}벨코퍼의 둥지, 흰 까마귀의 영면지: 레전드, 흰 까마귀의 영면지: 유니크, 챌린지 5단계, 수녀원 미션, 레벨 던전 클리어 시 획득할 수 있습니다.{nl}4월 11일 점검 시, 일괄 삭제 됩니다				
INTL_20190820_000338	¡El evento de Verano 2019 está en marcha!{nl}{#003399}Actualmente estamos intercambiando [Evento]Monedas Vasalos{/} y apoyando membresías de Gremio.	2019년 여름을 기념하는 이벤트가 진행 중입니다.{nl}{#003399}[이벤트] 바살로스 주화{/}  교환과 길드 활동 보상을 지원해드립니다.				이벤트 도우미
INTL_20190820_000339	Intercambio de Recompensas {#003399}[Festival de Verano] Vacaciones de Verano en Klaipeda{/}	2. {#003399}[Summer Festa] 클라페다에서 여름 나기 이벤트{/}의 보상 교환				이벤트 도우미
INTL_20190820_000340	 Completar: 5{nl}- Incursiones Únicas 	 클리어 : 5개{nl}- 유니크 레이드 				대장장이 테리아베리스
INTL_20190820_000341	 Completar: 5{nl}- Etapa 5 del Modo Desafío: 2{nl}- Misión Saalus: 1{nl}- Mazmorra de Nivel: 1	 클리어 : 5개{nl}- 챌린지 5단계 이상 클리어 : 2개{nl}- 수녀원 미션 클리어 : 1개{nl}- 레벨던전 클리어 : 1개				대장장이 테리아베리스
INTL_20190820_000342	N/D	8/15일 하루동안 라떼 캣 헤어 악세사리를 1회 획득할 수 있습니다.				내 마음도 받아줄래 이벤트 도우미
INTL_20190820_000343	N/D	추가로 이벤트 기간 아래의 보상을 받을 수 있습니다.{nl}8/14일:화이트 데이 목걸이 (물리/14일) 1개{nl}8/15일:화이트 데이 목걸이 (마법/14일) 1개{nl}8/16일:화이트 데이 팔찌 (마법/14일) 2개{nl}8/17일:화이트 데이 팔찌 (물리/14일) 2개{nl}8/18일:화이트 데이 목걸이 (물리/14일) 1개{nl}8/19일:화이트 데이 팔찌 (물리/14일) 2개				내 마음도 받아줄래 이벤트 도우미
INTL_20190828_000344	Este objeto solo se puede usar para cambiar la apariencia de otro.{nl}No consume Plata cuando se usa como material de apariencia.{nl}Se puede intercambiar por Medallas en la Tienda de Intercambio.{nl}(Este traje fue diseñado por Shiseptiana de [SEA] Telsiai.)	외형 변경 전용 아이템입니다.{nl}해당 아이템으로 외형 변경 시 소재와 실버를 소모하지 않습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.{nl}(This costume is designed by Shiseptiana from [SEA] Telsiai.)				
INTL_20190903_000345	Agrega una ranura de personaje a tu Refugio.	사용시 캐릭터 슬롯이 추가됩니다.				
INTL_20191024_000346	Un título otorgado a los ganadores del evento de Saludos de Deseos de Feliz Año Nuevo 2018.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000347	Un título otorgado a jugadores que han recolectado las Revelaciones [Evento].	[이벤트] 계시를 찾은 구원자에게 지급되는 칭호입니다.				
INTL_20191024_000348	Un título otorgado a los ganadores del evento de Fan Art de Steam.	스팀 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000349	Un título otorgado a los jugadores de TPP más creativos.	Creative TPP Player에게 지급되는 칭호입니다.				
INTL_20191024_000350	Un título otorgado a los ganadores del evento de Fan Art de Verano Amoroso.	Loving Summer 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000351	Un título otorgado a los participantes del evento.	이벤트 참여자에게 지급되는 칭호입니다.				
INTL_20191024_000352	Un título otorgado a los Creadores de Guías de Juego.	Game Guide Creator에게 지급되는 칭호입니다.				
INTL_20191024_000353	Un título otorgado a los ganadores del evento de Fan Art de Halloween.	Horror Night 팬아트 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000354	Un título otorgado a los ganadores del evento de Diseño de Armas de TOS.	TOS Weapon Designer 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000355	Un título otorgado a los ganadores del evento de Artista de Año Nuevo.	New Year Artist 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000356	Un título otorgado a los ganadores del evento de Creador de Contenido.	Content Creator 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000357	Un título otorgado a los ganadores del evento de Feliz Aniversario.	Happy Anniversary 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000358	Un título otorgado a los ganadores del evento de Maestro Guía.	Guide Master 수상자에게 지급되는 칭호입니다.				
INTL_20191024_000359	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Marnox al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 마르녹스 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000360	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Blut al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 블룻 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000361	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Zaura al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 자우라 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000362	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Nuaele al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 누아엘레 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000363	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Helgasercle al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 헬가 세르클 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000364	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Blut al usar Invocación{nl}[No se puede comerciar]{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 렉시퍼 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000365	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Mirtis al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 미르티스 형태의 악마 소환{nl}[거래 불가]				
INTL_20191024_000366	[Efecto de Equipo del Grimorio] Invoca al Señor Demonio Froster Lord al usar Invocación{nl}[No se puede comerciar]	[그리모어 장착 효과] 서모닝 사용 시 마군주 프로스터 로드 형태의 악마 소환{nl}[거래 불가]				
