QUEST_LV_0200_20150317_000001	Soldado de Felipe
QUEST_LV_0200_20160310_010456	Entrega los bienes al Nigromante Lemija.
QUEST_LV_0200_20160310_010457	Adquiriste las reliquias de los monstruos que parecen pertenecer a los soldados en la Meseta Vedas. Entrégaselas a la Nigromante Lemija.
QUEST_LV_0200_20160310_010458	Entregue %s al Nigromante Lemija
QUEST_LV_0200_20160323_010459	El abad está encerrado en un monasterio lleno de monstruos, pero Ebonypawn...{nl}Hay un límite de cómo alguien actúa. ¿No estás de acuerdo?
QUEST_LV_0200_20160323_010460	No solo las abejas cambiaron{nl}. Estos monstruos que nunca había visto en mi vida comenzaron a venir al bosque de Siauliai.
QUEST_LV_0200_20160323_010461	Sé que esto no te concierne a nivel personal{nl}. Pero sea cual sea la razón, como clérigo no puedo evitar el trabajo de los demonios.
QUEST_LV_0200_20160323_010462	¿De verdad? ¡Gracias! Todo lo que tienes que hacer es plantar estas semillas en la Granja Radanza{nl}. ¡Gracias de nuevo!
QUEST_LV_0200_20160323_010463	Además de eso, el abad está encerrado dentro del monasterio{nl}. Una cosa es que después de que recuperemos el monasterio, pero antes de eso, por favor no mencionen la expulsión.{nl}
QUEST_LV_0200_20160323_010464	Que esta sea tu prueba final, entonces.{nl}Los sacerdotes han pedido reparar la estatua de la diosa Ausrine en Orsha {nl}y la estatua de la diosa Vakarine en Fedimian.{nl}
QUEST_LV_0200_20160323_010465	El bálsamo está listo{nl}. Tómalo y repara las estatuas de la Diosa en Orsha y Fedimian.{nl}
QUEST_LV_0200_20160323_010466	He preparado algo de magia para romper la barrera. Vete ahora.{nl}Sigue el camino hacia el sur hasta el Campamento del Soldado, luego dirígete a la bifurcación de Minkatos.
QUEST_LV_0200_20160323_010467	Piedras Ardientes [Avance de Fletcher]
QUEST_LV_0200_20160323_010468	Has recibido el bálsamo. Úsalo para reparar la estatua de la diosa Ausrine en Orsha y la estatua de la diosa Vakarine en Fedimian.
QUEST_LV_0200_20160718_010469	Gracias. Espero no estar causándote problemas innecesarios por mi culpa.	고마워요. 괜히 저 때문에 고생하시네요.	QUEST_LV_0200_20150317_000065	Thank you. I hope I'm not giving you needless trouble all because of my aspirations.	고마워요. 괜히 제 바램 때문에 고생하시네요.	떠나가는 부엉이 조각상
QUEST_LV_0200_20160718_010470	Aunque no te conozco, me alegra verte{nl}. Es bueno conocer a alguien aquí{nl}. Todos deberíamos ayudarnos mutuamente.	거 아주 반가운 얼굴이군. 누군진 모르겠지만 말이다.{nl}여기선 조금이라도 연줄을 만들어 놓는 게 좋거든. 서로 돕고 사는거지.{nl}	QUEST_LV_0200_20150714_007192	Although I don't know you, I am glad to see you.{nl}It's good to be acquainted with someone here. Everyone should help each other out.{nl}	거 아주 반가운 얼굴이군. 누군진 모르겠다만 말이다.{nl}여기선 조금이라도 연줄을 만들어 놓는 게 좋거든. 서로 돕고 사는거지.{nl}	도굴꾼 후베르타스
QUEST_LV_0200_20160718_010471	Si pudieras traerme el núcleo del detector, yo haré el resto{nl}. Has contribuido mucho a este experimento, así que te daré los efectos del Símbolo del Limo{nl}. Aunque no duraría mucho...	석화탐지기의 구동핵만 가져와 준다면 나머진 내가 알아서 하지.{nl}자네는 이 실험에 기여가 컸으니 내가 실표의 증표 효과를 주겠네.{nl}그리 오래가진 않겠지만..	QUEST_LV_0200_20150717_008733	If you could bring me the nucleus of the detector, I will do the rest.{nl}You've contributed a lot in this experiment so I will give you the effects of the symbol of schilt.{nl}Although it woud not last long...	석화탐지기의 구동핵만 가져와 준다면 나머진 내가 알아서 하지.{nl}자네는 이 실험에 기여가 컸으니 내가 실표의 증표 효과를 주겠네.{nl}그리 오래가진 않겠다만..	크리오맨서 코스타스
QUEST_LV_0200_20160718_010472	No esperaba que la verdadera intención de la maldición lanzada sobre este bosque fuera la Gran Catedral.{nl}Afortunadamente, pudimos detener la maldición gracias a un Revelador, pero me siento avergonzado.	이 숲에 내려진 저주의 실체가 대성당을 노리고 있었을 줄이야.{nl}다행히 어느 계시자 덕분에 막을 수 있었지만, 그저 난 부끄러울 뿐이네.	QUEST_LV_0200_20151001_009166	I didn't expect that the true intent of the curse cast on this forest is after the Great Cathedral.{nl}Fortunately, we were able to stop the curse due to one Revelator, but I feel ashamed.	이 숲에 내려진 저주의 실체가 대성당을 노리고 있었을 줄이야.{nl}다행히 어느 계시자 덕분에 막을 수 있었다만, 그저 난 부끄러울 뿐이네.	센츄리온 마스터
QUEST_LV_0200_20160718_010473	Así que nada ocurre como esperaba.{nl}Si ese es el caso... No podemos decir que estamos en apuros. Solo tenemos que confiar en aquel{nl}que nosotros, los demonios, queremos eliminar.	역시 아무런 일도 일어나지 않는군.{nl}그렇다면.. 비참하지만 할 수 없겠지. 그토록 없애버리고 싶은 이름에게 기대는 수 밖에.	QUEST_LV_0300_20151001_000246	So nothing occurs as I expected.{nl}If that's the case... We can't say we are in distress. We just have to rely on the one{nl}that we demons want to eliminate.	역시 아무런 일도 일어나지 않는군.{nl}그렇다면.. 비참하다만 할 수 없겠지. 그토록 없애버리고 싶은 이름에게 기대는 수 밖에.	마족 쉬트리가일라
QUEST_LV_0200_20160718_010474	Oh, supe de Titas, pero no pensé que fueras tú. Me siento más tranquilo. {nl}Bueno, entonces, por favor, apoyen la misión de exterminio de monstruos.	오, 티타스에게 이야기는 들었지만 그게 자네일줄이야. 참으로 든든하구먼.{nl}그럼 몬스터 소탕 작전의 지원을 부탁하겠네.	QUEST_LV_0200_20150317_000946	Oh, I heard from Titas but I didn't think that's you. I feel reassured. {nl}Well then, please support the monster extermination mission.	오, 티타스에게 이야기는 들었다만 그게 자네일줄이야. 참으로 든든하구먼.{nl}그럼 몬스터 소탕 작전의 지원을 부탁하겠네.	지휘관 줄리안
QUEST_LV_0200_20160718_010475	Este aparato que tengo a mi lado está diseñado para leer la memoria de los espíritus{nl}. Lo hice yo mismo{nl}. Ya lo he hecho antes.	내 옆에 있는 건 영혼의 기억을 읽을 수 있도록 고안된 것이네.{nl}내가 만들었지. {nl}이전에도 그들의 기억을 읽으려고 시도했었으니까.{nl}	QUEST_LV_0100_20151016_009755	The thing on my side is devised to read the memory of the spirits.{nl}I made it myself. I have done this before.{nl}	내 옆에 있는 건 영혼의 기억을 읽을 수 있도록 고안된 것이네.{nl}내가 만들었지. 이전에도 그들의 기억을 읽으려고 시도했었으니까.{nl}	늙은 관리인
QUEST_LV_0200_20160718_010476	Sin remordimientos por rebelarse.{nl}Esta ficha de restricción los calmará.	반란에 대한 죄책감이라곤 눈꼽만치도 없지.{nl}안타깝지만 얌전히 굴게 만들려면 속박의 증표가 필요할 게야.	QUEST_LV_0100_20151016_009756	No remorse for revolting.{nl}This Restraint Token will calm them down.	반란에 대한 죄책감이라곤 눈꼽만치도 없지.{nl}안타깝지만 얌전히 굴게 만드려면 속박의 증표가 필요할 게야.	늙은 관리인
QUEST_LV_0200_20160718_010477	Por cierto, Blut parece estar orgulloso de lo que le pasó a Hauberk por su culpa. {nl}Él pertenecía a un grupo que tenía como objetivo a los más fuertes y Hauberk estaba en lo más alto de su lista. {nl}	참, 블룻은 하우벅이 그렇게 된 게 자기 덕분이라고 자랑스럽게 말했어요.{nl}세력이 큰 마족을 따르는 무리가 생겼고 그 중심에 하우벅이 있었다나봐요.{nl}	QUEST_LV_0200_20150414_006625	By the way, Blut seems to be proud of what happened to Hauberk because of him. {nl}He was in a group that targeted the strongest and Hauberk was at the top of their list. {nl}	참, 블룻은 하우벅이 그렇게 된게 자신 때문이라고 자랑스럽게 말했어요.{nl}세력이 큰 마족을 따르는 무리가 생겼고 그 중심에 하우벅이 있었다나봐요.{nl}	큐폴 아우드라
QUEST_LV_0200_20160718_010478	Necesito pruebas para mostrarle a Vakarine que hemos estado luchando aquí.{nl}¿Puedes recolectar dientes de demonio en el cruce de caminos de Hradeti?	바카리네님께선 반대하실지도 모르겠지만 본보기를 보일 필요가 있습니다.{nl}흐라데티의 교차로에서 마족의 이빨을 가져다 주실수 있을까요?	QUEST_LV_0200_20151001_009303	I need proof to show to Vakarine we've been fighting here.{nl}Can you collect a Demon's Tooth in Hradeti Crossroads?	바카리네님께선 반대하실지도 모르겠다만 본보기를 보일 필요가 있습니다.{nl}흐라데티의 교차로에서 마족의 이빨을 가져다 주실수 있을까요?	큐폴 다이바
QUEST_LV_0200_20160718_010479	Muerto de los muertos..{nl}. ¿qué podría significar eso? ¿Tienes alguna idea?	죽음의 죽음이라.. 도대체 뭘 뜻하는 걸까.{nl}혹시 짚이는 거 없나?	QUEST_LV_0200_20150714_007652	Dead of the dead... what could that mean.{nl}Do you have any idea?	죽음의 죽음이라.. 도대체 뭘 뜻하는 걸까.{nl}혹시 짚히는 거 없나?	아드리유스
QUEST_LV_0200_20160718_010480	Pero tienes que pagar por dañar las instalaciones públicas. {nl}Lo siento, pero tienes que arreglar el sello de madera.	하지만 공공기물을 파손한 대가는 치러야겠지.{nl}안됐지만, 자네가 목인을 수리해줘야겠어.	QUEST_LV_0200_20150317_000967	But you have to pay for damaging public facilities. {nl}Sorry but you have to fix the wooden seal.	하지만 공공기물을 파손한 대가는 치러야겠지.{nl}안됬지만, 자네가 목인을 수리해줘야겠어.	하이랜더 마스터
QUEST_LV_0200_20160718_010481	Me estoy haciendo demasiado viejo para esto...	좀 더 나이를 먹으면 이 일도 못할 것 같아..				나무꾼 루오발
QUEST_LV_0200_20160718_010482	Comerciante Dolonas	상인 돌로나스				
QUEST_LV_0200_20160718_010483	Ese cobarde se está tomando demasiado tiempo.	이 겁쟁이 녀석들은 대체 언제 오려는 거야..				상인 돌로나스
QUEST_LV_0200_20160718_010484	Tomalov	토말로프				
QUEST_LV_0200_20160718_010485	La preparación me está matando{nl}. Espero que la Alianza Mercante de Kedora pueda quedarse en Manahas un poco más.	준비할 게 너무 많아요.{nl}케도라 상단이 당분간 마나하스에 있었으면 좋겠네요.				토말로프
QUEST_LV_0200_20160718_010486	La Alianza Mercante de Kedora está reclutando nuevos miembros en Manahas{nl}. La prueba de ingreso consiste en traerles alas viscosas{nl}. Hay dos opciones: una es regresar a Fedimian y comprarlas, y la otra es derrotar a los monstruos y obtenerlas yo mismo. Pero Fedimian está demasiado lejos y los monstruos de esta zona son demasiado fuertes para mí.	케도라 상단이 마나하스에서 신입 상단원을 모집하고 있다고 해서 갔다 오는 길입니다.{nl}입단 자격이 끈적한 날개라는 걸 구해 오라고 하더군요.{nl}다시 페디미안까지 가서 그걸 사올 순 없어요.{nl}그렇다고 제가 직접 몬스터를 잡아서 얻기엔 이 곳의 몬스터들은 너무 강해요..				토말로프
QUEST_LV_0200_20160718_010487	{nl}Si no es mucha molestia, ¿podrías ayudarme con esto?{nl}Puedes conseguir alas viscosas derrotando a los chamanes Kepari y a los dientes de arce naranjas.{nl}Si entro en la Alianza Mercante de Kedora, sin duda te lo recompensaré.{nl}	{nl}괜찮으시다면 저를 좀 도와 주세요.{nl}케파리 주술사와 주황 단델을 잡아서 녀석들에게서 끈적한 날개를 구해 주세요.{nl}제가 상단에 들어가면 꼭 보답하겠습니다!{nl}				토말로프
QUEST_LV_0200_20160718_010488	No estoy del todo seguro de si la Alianza Mercante de Kedora se quedará en Manahas mientras yo regreso a Fedimian y vuelvo{nl}. Ni siquiera me dijeron adónde se dirigen después{nl}. Incluso si logro seguirlos, podrían pedirme algo diferente.	제가 페디미안까지 가서 물건을 구해 올 때까지 케도라 상단이 마나하스에 있을까요?{nl}다음에 어디로 가냐고 물어 봐도 알려 주지 않더군요.{nl}그리고 다음에 만나면 또 다른 물건을 구해 오라고 할지도 모르구요.				토말로프
QUEST_LV_0200_20160718_010489	¿Podrías conseguir más? No creo que estos sean suficientes{nl}. Pero muchas gracias por todas tus molestias.{nl}	아.. 조금만 더 모아 주실 수 있나요?{nl}이건 좀 숫자가 모자란 것 같아요..{nl}하지만 이거라도 모아 주셔서 정말 감사합니다!				토말로프
QUEST_LV_0200_20160718_010490	Necesitaremos mucho solvente para hacer el reactivo que elimina la maldición de Naktis{nl}. Pero, como puedes ver, no podemos conseguir el solvente en este momento.	나크티스의 저주를 풀 약을 만들려면 많은 용매가 필요해요.{nl}하지만 보시다시피 용매를 구할 수 있을 것 같은 상황은 아니지요.{nl}	QUEST_LV_0200_20150323_003921	We will need a lot of solvent in order to make the reagent that removes Naktis' curse.{nl}But, as you can see, we can't get the solvent at the moment.	나크티스의 저주를 풀 약을 만드려면 많은 용매가 필요해요.{nl}하지만 보시다시피 용매를 구할 수 있을 것 같은 상황은 아니지요.{nl}	사제 다람
QUEST_LV_0200_20160718_010491	La chica dejó este árbol antes de Medzio Diena.{nl}Mi maestro me pidió que averiguara más sobre el árbol, pero no sé nada sobre él... Quiero obtener tu ayuda.	이 묘목은 신수의 날 이전에 그 소녀가 남긴 것입니다.{nl}어떤 힘을 가지고 있는 건 분명한데 전혀 짚이는 것이 없어서.. 계시자님의 도움을 구하고 싶습니다.	QUEST_LV_0200_20150714_007667	The girl left this tree before Medzio Diena.{nl}My master asked me to find out more about the tree, but I know nothing about it... I want to get help from you.	이 묘목은 신수의 날 이전에 그 소녀가 남긴 것입니다.{nl}어떤 힘을 가지고 있는 건 분명한데 전혀 짚히는 것이 없어서.. 계시자님의 도움을 구하고 싶습니다.	드루이드 엘리
QUEST_LV_0200_20160718_010492	{nl}Primero, baja al pozo y llena este cuenco en ese pozo.	{nl}먼저 우물 물을 길은 다음 길은 우물 물을 이 그릇에 담아오세요.				드루이드 마르티넥
QUEST_LV_0200_20160718_010493	Trabajo aquí por orden, pero este lugar me da mala espina{nl}. Hace mucho tiempo, el hijo de mi amo desapareció en los túneles subterráneos{nl}. Solo eso ya da un poco de miedo.	명령이라 마지못해 일하고 있지만 이 곳은 정말 기분나쁘군.{nl}옛날에 주인 아들이 땅굴에서 사라졌었거든. 좀 오싹해서 말야.{nl}	QUEST_LV_0200_20150323_004161	I am working here by order, but this place feels bad.{nl}A long time ago, the son of my master disappeared in the underground tunnels. That alone is somewhat frightening.{nl}	명령이라 마지못해 일하고 있다만 이 곳은 정말 기분나쁘군.{nl}옛날에 주인 아들이 땅굴에서 사라졌었거든. 좀 오싹해서 말야.{nl}	사병대장 뷰로스
QUEST_LV_0200_20160718_010494	Está terminado. Usa este talismán en un soldado congelado. {nl}Absorberá el poder mágico de Faustas que está encarnado en ellos.	자, 완성이에요.{nl}이 부적을 얼어붙은 병사에게 사용하면 그들에게 깃든 파우스타스의 마력을 흡수할 수 있을 거에요.{nl}	QUEST_LV_0200_20160310_010313	It is completed. Use this talisman on a frozen soldier. {nl}It will absorb the magical power of Faustas that is embodied in them.	자, 완성이예요.{nl}이 부적을 얼어붙은 병사에게 사용하면 그들에게 깃든 파우스타스의 마력을 흡수할 수 있을 거에요.{nl}	네크로맨서 레미야
QUEST_LV_0200_20160718_010495	Te ayudaré, pero sigo sin creerte.	도와주겠지만 믿기지 않는다고 한다	QUEST_LV_0200_20150714_007919	Tell him that you would help, but you can't still believe it	도와주겠다만 믿기지 않는다고 한다	
QUEST_LV_0200_20160718_010496	Solicitante de Kedora Merchant Alliance	케도라 상단 지원자				
QUEST_LV_0200_20160718_010497	Conciencia culpable [Ascenso de zapador] (1)	도둑이 제 발 저린다[새퍼 전직]				
QUEST_LV_0200_20160718_010498	El Maestro Zapador quiere donar dinero y devolver los objetos robados para expiar sus pecados. Tras pasar por Klaipeda, dirígete al Bosque de West Siauliai, luego ve a la Isla Flude y encuentra los objetos robados.	새퍼 마스터는 과거의 일을 참회하고 싶다며 돈도 기부하고 이전에 훔친 물품들을 주인들에게 돌려주고 싶어 합니다. 먼저 클라페다를 거쳐 샤울레이 서쪽 숲으로 간 다음 플루데 섬에서 훔친 물건들을 찾으세요.				
QUEST_LV_0200_20160718_010499	El escultor Tesla dice que te ayudará a convertirte en un Dievdirbys si le consigues materiales para esculpir. Consigue cristales azules de los Yekubs en la Mina de Cristal 2F, en la Aldea Minera, ubicada en el Bosque de Siauliai Este.	조각가 테슬라는 자신에게 조각 재료를 가져다 준다면 딥디르비가 되는 것을 도와주겠다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을을 통해 수정광산 2층까지 내려 가세요. 그 후 수정광산 2층의 예쿱에게서 푸른 수정을 찾아오세요.	QUEST_JOBSTEP_20150317_001341	Sculptor Tesla says he'll help you become a Dievdirbys if you get him sculpting materials. Get Blue Crystal from the Yekub in Crystal Mine 2F.	조각가 테슬라는 자신에게 조각 재료를 가져다 준다면 딥디르비가 되는 것을 도와주겠다고 합니다. 수정광산 2층의 예쿱에게서 푸른 수정을 찾아오세요.	
QUEST_LV_0200_20160718_010500	Derrotaste a todos los monstruos, pero la Torre sigue temblando. Pregúntale a Grita qué hacer ahora.	몬스터를 모두 처치했지만 탑은 여전히 흔들리고 있습니다. 이제 무엇을 해야 할 지 그리타와 대화하세요.	QUEST_LV_0200_20150717_008820	You defeated all the monsters, but the Tower is still shaking. Ask Grita what to do next.	몬스터를 모두 처치했습니다만 탑은 여전히 흔들리고 있습니다. 이제 무엇을 해야 할 지 그리타와 대화하세요.	
QUEST_LV_0200_20160718_010501	Revisaste los detectores de petrificación como te pidió la Guardia Real de Retia. Las reacciones de los detectores son inusuales. Regresa con Retia.	왕국군 레티아의 요청대로 석화 탐지기를 확인해 보니, 탐지기의 반응이 심상치 않습니다. 레티아에게 돌아갑시다.	QUEST_LV_0200_20150714_008217	Checked the petrification detectors as Royal Army Guard Retia asked you. The detectors' reactions are unusual. Return to Retia.	왕국군 레티아의 요청대로 석화 탐지기를 확인했습니다만, 탐지기의 반응이 심상치 않습니다. 레티아에게 돌아갑시다.	
QUEST_LV_0200_20160718_010502	Todavía necesita memoria [Avance de Bokor] (1)	남겨진 기억[보코르 전직]				
QUEST_LV_0200_20160718_010503	Mantenimiento de la estatua [Avance de Dievdirbys] (1)	여신상 관리[딥디르비 전직]				
QUEST_LV_0200_20160718_010504	Gracia de la Riqueza [Avance del Indulgenciario] (1)	재물에도 은혜를[파드너 전직]				
QUEST_LV_0200_20160718_010505	El demonio Svitrigaila intenta crear un orbe para destruir el Condensador de Almas. Consigue detonadores de los monstruos que los tengan y usa una receta para crear el orbe de Svitrigaila.	마족 쉬트리가일라는 영혼 집약기를 터뜨릴 오브를 만들라고 합니다. 뇌관을 가진 몬스터로부터 뇌관을 구한 뒤 제작서를 사용하여 쉬트리가일라의 오브를 만드세요.	QUEST_LV_0300_20151001_000435	Demon Svitrigaila has asked you to create the orbs that would destroy the integrator. Obtain detonators from the petrified monsters and use the craft manuals to create Svitrigaila's Orbs.	마족 쉬트리가일라는 영혼 집약기를 터뜨릴 오브를 만들라고 합니다. 석화된 몬스터로부터 뇌관을 구한 뒤 제작서를 사용하여 쉬트리가일라의 오브를 만드세요.	
QUEST_LV_0200_20160718_010506	Kupole Arune parece saber algo. Habla con Kupole Arune.	큐폴 아루네는 뭔가 찜찜한 게 짚이는 듯 싶습니다. 큐폴 아루네와 대화해 보세요.	QUEST_LV_0200_20150414_006864	Kupole Arune knows something. Talk to Kupole Arune.	큐폴 아루네는 뭔가 찜찜한 게 짚히는 듯 싶습니다. 큐폴 아루네와 대화해 보세요.	
QUEST_LV_0200_20160718_010507	Habla con Tomalov.	토말로프와 대화				
QUEST_LV_0200_20160718_010508	Tomalov, en el campo de Genar, espera a que alguien le ayude.	게나르 평원의 토말로프가 누군가의 도움을 기다리고 있습니다				
QUEST_LV_0200_20160718_010509	Recolectar alas pegajosas	끈적한 날개 수집				
QUEST_LV_0200_20160718_010510	Tomalov quiere unirse a la Alianza Mercante de Kedora y la prueba de ingreso consiste en conseguir alas pegajosas. Ayúdalo a superar la prueba obteniendo alas viscosas de los chamanes Kepari y los dientes de arce naranjas.	토말로프는 마나하스에 모여있는 케도라 상단에 입단하기 위해 끈적한 날개를 모으고 있다고 합니다. 케파리와 단델로부터 끈적한 날개를 구해서 토말로프의 입단을 도와 줍시다				
QUEST_LV_0200_20160718_010511	Informe a Tomalov	토말로프에게 보고				
QUEST_LV_0200_20160718_010512	He conseguido una cantidad suficiente de alas pegajosas. Entrégaselas a Tomalov.	끈적한 날개를 충분히 모았습니다. 토말로프에게 전달하세요				
QUEST_LV_0200_20160811_010513	A medida que aumente tu competencia, la gente no sabrá quién creó estas trampas{nl}. Por el contrario, la gente podría descubrir quién creó estas trampas con mucha facilidad.{nl}	실력이 좋을수록 함정을 만들 때 누가 만들었는지 알기 어렵게 만들 수 있어요.{nl}반대로 누가 만들었는지 특징을 잘 잡을 수도 있고요.{nl}	QUEST_LV_0200_20150714_007709	As your competence increases, people won't know who made these traps.{nl}On the contrary, people may find out who made these traps so easily.{nl}	실력이 좋을수록 함정을 만들때 누가 만들었는지 알기 어렵게 만들 수 있어요.{nl}반대로 누가 만들었는지 특징을 잘 잡을 수도 있고요.{nl}	헌터 레이나
QUEST_LV_0200_20160925_010514	Nuestros camaradas que fueron atacados por la Escarcha Petrificante... simplemente están allí sin protección contra la lluvia y el viento.{nl}Además, tenemos un apoyo limitado... No nos queda más remedio que esperar.{nl}	석화서리에 당한 제 동료들.. 아직도 비바람을 맞은 채 방치되어 있지요.{nl}게다가 지원도 부족하니 어떡합니까. 기다릴 수밖에요.{nl}	QUEST_LV_0200_20150714_007148	Our comrades who were attacked by Petrifying Frost... they are just left there without avoiding the rain and the wind.{nl}On top of that, we have a limited support... We have no choice, but to wait.{nl}	석화서리에 당한 제 동료들.. 아직도 비바람을 맞은 채 방치되어 있지요.{nl}게다가 지원도 부족하니 어떡합니까. 기다릴 수 밖에요.{nl}	경비병 라일
QUEST_LV_0200_20160925_010515	Los saqueadores de tumbas están haciendo todo lo posible aquí{nl}. Tenemos que esperar apoyo adicional de la sede central.	엎친데 덮친 격으로 도굴꾼 녀석들이 활개를 쳐 대니 원.{nl}본부에서 지원이 나오길 기다리는 수밖에 없겠군요.	QUEST_LV_0200_20150714_007403	The grave robbers are going all out here.{nl}We have to wait for extra support from headquarters.	엎친데 덮친 격으로 도굴꾼 녀석들이 활개를 쳐 대니 원.{nl}본부에서 지원이 나오길 기다리는 수 밖에 없겠군요.	경비병 노마비스
QUEST_LV_0200_20160925_010516	Quiero volver a hablar con Laius{nl}. Pero supongo que debería esperar a que él venga a verme...	라이어스와 다시 이야기를 했으면 좋겠어.{nl}하지만 그 녀석이 먼저 내게 오길 기다리는 수밖에.. 내 입장이 좀 그렇잖아?	QUEST_LV_0200_20150714_007440	I want to talk to Laius again.{nl}But, I guess I should wait until he comes to me...	라이어스와 다시 이야기를 했으면 좋겠어.{nl}하지만 그 녀석이 먼저 내게 오길 기다리는 수 밖에.. 내 입장이 좀 그렇잖아?	제자 호네스
QUEST_LV_0200_20160925_010517	El nivel del cazador más fuerte... No estoy seguro de que puedas seguirlo bien.{nl}Te daré una tarea. Caza varios tipos de monstruos.	가장 강한 헌터의 경지.. 당신이 그걸 소화해낼 수 있을지는 모르겠네요.{nl}과제를 드리죠. 여러 가지 몬스터를 찾아 사냥하는 거예요.	QUEST_JOBSTEP_20150714_002709	The level of the strongest Hunter... I am not sure if you could follow well.{nl}I will give you an assignment. Hunt for various types of monsters.	가장 강한 헌터의 경지.. 당신이 그걸 소화해낼 수 있을지는 모르겠네요.{nl}과제를 드리죠. 여러가지 몬스터를 찾아 사냥하는 거예요.	헌터 마스터
QUEST_LV_0200_20160925_010518	Bien hecho.{nl}Sin embargo, esta joya es solo una cáscara vacía.{nl}Puedes completarla potenciándola con diversos materiales.	수고하셨어요. 하지만 이건 아직 빈 돌조각에 불과해요.{nl}여기에 여러 가지 재료로 힘을 부여하면 완성시킬 수 있어요.	QUEST_LV_0200_20150717_008767	Well done.{nl}However, this jewel is just an empty shell.{nl}You can complete it by empowering it with various materials.	수고하셨어요. 하지만 이건 아직 빈 돌조각에 불과해요.{nl}여기에 여러가지 재료로 힘을 부여하면 완성시킬 수 있어요.	그리타
QUEST_LV_0200_20160925_010519	Estoy seguro de que aún queda poder mágico{nl}. No me queda más que esperar que todavía exista.	아직 마력이 남아 있을 거라고 믿어.{nl}다른 수가 없으니 부디 그러길 바랄 수밖에.	QUEST_LV_0100_20150714_006979	I am sure there is magical power left.{nl}I have nothing else but to hope it still exists.	아직 마력이 남아 있을 거라고 믿어.{nl}다른 수가 없으니 부디 그러길 바랄 수 밖에.	제인의 영혼
QUEST_LV_0200_20160925_010520	Así que nada ocurre como esperaba.{nl}Si ese es el caso... No podemos decir que estamos en apuros. Solo tenemos que confiar en aquel{nl}que nosotros, los demonios, queremos eliminar.	역시 아무런 일도 일어나지 않는군.{nl}그렇다면.. 비참하지만 할 수 없겠지. 그토록 없애버리고 싶은 이름에게 기대는 수밖에.	QUEST_LV_0200_20160718_010473	So nothing occurs as I expected.{nl}If that's the case... We can't say we are in distress. We just have to rely on the one{nl}that we demons want to eliminate.	역시 아무런 일도 일어나지 않는군.{nl}그렇다면.. 비참하지만 할 수 없겠지. 그토록 없애버리고 싶은 이름에게 기대는 수 밖에.	마족 쉬트리가일라
QUEST_LV_0200_20160925_010521	Ah, ¿es la primera vez que ve a nuestros comerciantes? Lo entiendo perfectamente{nl}. Es porque siempre hemos hecho nuestros negocios en secreto.{nl}	어머, 저희 상단은 처음 보시나 보죠?{nl}그럴 수밖에요. 여태껏 음지에서만 활동해 왔으니까요.{nl}	QUEST_LV_0300_20151022_000586	Ah, is this the first time you've seen our merchants?{nl}I fully understand. It's because we've only done our business in secret.{nl}	어머, 저희 상단은 처음 보시나 보죠?{nl}그럴 수 밖에요. 여태껏 음지에서만 활동해 왔으니까요.{nl}	메리사
QUEST_LV_0200_20160925_010522	Creo que..{nl}. ¿Y si quisiera escapar sin pasar por la grieta dimensional con la que viniste?..{nl}. Deberías buscar la grieta que se ha debilitado debido al colapso.{nl}	제 생각엔.. {nl}구원자님께서 수감소로 들어오신 곳과 전이 틈새를 통하지 않고 빠져나가려면요.{nl}붕괴로 인해 약해진 틈을 찾는 수밖에 없어요.{nl}	QUEST_LV_0200_20151001_009287	I think...{nl}What if he wanted to escape without going through the dimensional crack you came here with...{nl}You should look for the crack which has been weakened due to the collapse.{nl}	제 생각엔.. {nl}구원자님께서 수감소로 들어오신 곳과 전이 틈새를 통하지 않고 빠져나가려면요.{nl}붕괴로 인해 약해진 틈을 찾는 수 밖에 없어요.{nl}	큐폴 다이바
QUEST_LV_0200_20160925_010523	Si os resistís, tendríamos que ejecutar la orden del reino.	계속 버티신다면 저희도 왕명을 집행할 수밖에 없습니다.	QUEST_LV_0200_20151001_009385	If you resist, we would have to execute the kingdom order.	계속 버티신다면 저희도 왕명을 집행할 수 밖에 없습니다.	왕국군 경비병 델루스
QUEST_LV_0200_20160925_010524	No nos quedó más remedio que huir{nl}. El problema era el abad{nl}. Estaba rezando en la sala de oración.	저희들은 정신없이 도망칠 수밖에 없었습니다.{nl}문제는 원장님이시지요. 기도실에서 폐관기도를 올리고 계시거든요.{nl}	QUEST_LV_0200_20150714_007697	We had no other choice but to run away.{nl}The problem was abbot. He was praying in the Prayer Room.{nl}	저희들은 정신없이 도망칠 수 밖에 없었습니다.{nl}문제는 원장님이시지요. 기도실에서 폐관기도를 올리고 계시거든요.{nl}	선임 수도사 포토스
